data_year,offender_id,incident_id,offender_seq_num,age_id,age_num,sex_code,race_id,ethnicity_id,age_range_low_num,age_range_high_num
2024,223977745,196795882,0,104,NS,X,99,50,,
2024,237043274,208203240,1,55,52,F,10,50,52,
2024,228796550,201004907,0,104,NS,X,99,50,,
2024,223977719,196795857,0,104,NS,X,99,50,,
2024,223977726,196795863,1,53,50,M,10,50,40,60
2024,228796565,201004918,0,104,NS,X,99,50,,
2024,228796590,201004941,1,27,24,F,10,50,24,
2024,223977740,196795877,0,104,NS,X,99,50,,
2024,223977743,196795880,0,104,NS,X,99,50,,
2024,228796612,201004960,0,104,NS,X,99,50,,
2024,223977750,196795888,0,104,NS,X,99,50,,
2024,228796631,201004978,1,36,33,M,10,50,33,
2024,228796632,201004978,2,41,38,M,10,50,38,
2024,228796633,201004978,3,38,35,F,10,50,35,
2024,218054999,191623260,1,21,18,F,10,50,18,
2024,223977720,196795858,1,29,26,U,98,50,18,35
2024,223977725,196795862,1,14,11,F,10,50,11,
2024,228796563,201004916,1,20,17,F,10,50,17,
2024,230678724,202643907,1,21,18,M,10,50,18,
2024,228796605,201004953,1,34,31,M,10,50,31,
2024,228796615,201004963,0,104,NS,X,99,50,,
2024,228796624,201004972,1,45,42,M,10,50,42,
2024,228796634,201004980,0,104,NS,X,99,50,,
2024,228796639,201004984,0,104,NS,X,99,50,,
2024,228796646,201004990,1,35,32,M,10,50,32,
2024,228796562,201004915,1,45,42,F,10,50,42,
2024,228796571,201004924,1,36,33,M,10,50,33,
2024,228796583,201004933,0,104,NS,X,99,50,,
2024,228796594,201004944,0,104,NS,X,99,50,,
2024,228796630,201004976,1,42,39,F,10,50,39,
2024,237043300,208203261,1,47,44,F,10,50,44,
2024,228796666,201005010,1,34,31,M,10,50,31,
2024,228796681,201005022,0,104,NS,X,99,50,,
2024,228796691,201005035,1,19,16,M,10,50,16,
2024,218054862,191623135,1,43,40,M,10,50,40,
2024,228796700,201005044,0,104,NS,X,99,50,,
2024,228796715,201005059,1,75,72,M,10,50,72,
2024,228796585,201004935,1,44,41,M,10,50,41,
2024,228796607,201004955,0,104,NS,X,99,50,,
2024,228796628,201004975,0,104,NS,X,99,50,,
2024,228796642,201004986,1,38,35,M,10,50,35,
2024,228796644,201004987,0,104,NS,X,99,50,,
2024,228796651,201004995,0,104,NS,X,99,50,,
2024,228796659,201005003,1,34,31,M,10,50,31,
2024,218054875,191623146,1,29,26,M,10,50,26,
2024,218054876,191623146,2,35,32,F,10,50,32,
2024,218054877,191623146,3,56,53,M,10,50,53,
2024,218054878,191623146,4,37,34,M,10,50,34,
2024,228796709,201005052,0,104,NS,X,99,50,,
2024,228796637,201004982,1,19,16,M,10,50,16,
2024,228796638,201004982,2,23,20,M,10,50,20,
2024,237043314,208203275,1,37,34,M,10,50,34,
2024,228796649,201004994,0,104,NS,X,99,50,,
2024,215883311,189718665,1,53,50,F,10,50,50,
2024,228796657,201005001,1,16,13,M,10,50,13,
2024,228796672,201005016,0,104,NS,X,99,50,,
2024,228796683,201005026,0,104,NS,X,99,50,,
2024,215883313,189718667,1,50,47,M,10,50,47,
2024,215883324,189718678,0,104,NS,X,99,50,,
2024,228796693,201005037,1,20,17,F,10,50,17,
2024,228796707,201005051,0,104,NS,X,99,50,,
2024,228796720,201005063,0,104,NS,X,99,50,,
2024,228796732,201005075,1,34,31,M,10,50,31,
2024,228796747,201005086,0,104,NS,X,99,50,,
2024,230678728,202643911,1,103,00,M,10,50,,
2024,228796664,201005008,0,104,NS,X,99,50,,
2024,228796671,201005015,1,12,09,M,10,50,09,
2024,215883325,189718679,1,18,15,M,10,50,15,
2024,228796680,201005025,0,104,NS,X,99,50,,
2024,228796688,201005032,0,104,NS,X,99,50,,
2024,215883330,189718683,1,26,23,M,10,50,23,
2024,228796701,201005045,0,104,NS,X,99,50,,
2024,228796716,201005058,0,104,NS,X,99,50,,
2024,228796725,201005068,0,104,NS,X,99,50,,
2024,228796741,201005080,0,104,NS,X,99,50,,
2024,215883315,189718669,1,17,14,F,10,50,14,
2024,228796753,201005092,0,104,NS,X,99,50,,
2024,228796758,201005097,0,104,NS,X,99,50,,
2024,228796775,201005114,1,50,47,F,10,50,47,
2024,228796673,201005017,0,104,NS,X,99,50,,
2024,228796682,201005027,0,104,NS,X,99,50,,
2024,215883318,189718672,1,19,16,F,10,50,16,
2024,228796692,201005036,0,104,NS,X,99,50,,
2024,228796703,201005048,1,25,22,M,10,50,22,
2024,228796704,201005048,2,30,27,F,10,50,27,
2024,228796719,201005062,1,25,22,M,10,50,22,
2024,230678733,202643916,1,23,20,M,10,50,20,
2024,228796749,201005088,1,59,56,M,10,50,56,
2024,228796756,201005096,0,104,NS,X,99,50,,
2024,228796859,201005188,0,104,NS,X,99,50,,
2024,228796877,201005204,1,55,52,F,10,50,52,
2024,228796896,201005221,1,57,54,M,10,50,54,
2024,215883321,189718675,1,35,32,M,10,50,32,
2024,215883323,189718677,0,104,NS,X,99,50,,
2024,228796917,201005242,1,50,47,F,10,50,47,
2024,228796706,201005047,1,34,31,M,10,50,31,
2024,228800451,201008408,0,104,NS,X,99,50,,
2024,228800462,201008419,0,104,NS,X,99,50,,
2024,228800493,201008442,1,54,51,M,10,50,51,
2024,228800543,201008481,1,43,40,F,10,50,40,
2024,228800568,201008499,0,104,NS,X,99,50,,
2024,228800445,201008402,1,31,28,F,10,50,28,
2024,218056625,191624658,1,55,52,M,10,50,52,
2024,214142753,188190371,1,18,15,F,10,50,15,
2024,214142754,188190371,2,19,16,F,10,50,16,
2024,228800463,201008420,1,36,33,M,10,50,33,
2024,228800485,201008434,1,43,40,M,20,50,40,
2024,228800515,201008459,1,45,42,M,10,50,42,
2024,228800538,201008477,0,104,NS,X,99,50,,
2024,228800559,201008490,0,104,NS,X,99,50,,
2024,228800569,201008500,0,104,NS,X,99,50,,
2024,228800402,201008372,0,104,NS,X,99,50,,
2024,214142799,188190413,0,104,NS,X,99,50,,
2024,228800423,201008388,0,104,NS,X,99,50,,
2024,228800452,201008409,0,104,NS,X,99,50,,
2024,228800461,201008418,0,104,NS,X,99,50,,
2024,228800495,201008444,1,42,39,M,10,50,39,
2024,228800517,201008461,1,14,11,F,20,50,11,
2024,218056592,191624627,1,32,29,M,10,50,29,
2024,214142813,188190424,0,104,NS,X,99,50,,
2024,228800537,201008476,0,104,NS,X,99,50,,
2024,228800558,201008489,1,18,15,F,10,50,15,
2024,228800573,201008503,1,56,53,M,10,50,53,
2024,228800586,201008516,1,37,34,M,10,50,34,
2024,228800410,201008379,0,104,NS,X,99,50,,
2024,214142822,188190432,1,30,27,F,10,50,27,
2024,228800444,201008401,0,104,NS,X,99,50,,
2024,228800458,201008416,0,104,NS,X,99,50,,
2024,228800484,201008433,0,104,NS,X,99,50,,
2024,228800508,201008452,0,104,NS,X,99,50,,
2024,228800527,201008466,0,104,NS,X,99,50,,
2024,214142831,188190440,0,104,NS,X,99,50,,
2024,230682708,202647526,0,104,NS,X,99,50,,
2024,237054362,208213209,0,104,NS,X,99,50,,
2024,228800584,201008514,1,53,50,M,10,50,50,
2024,228800601,201008530,0,104,NS,X,99,50,,
2024,228800510,201008454,0,104,NS,X,99,50,,
2024,228800520,201008465,1,42,39,M,10,50,39,
2024,214142839,188190448,1,37,34,M,10,50,34,
2024,228800553,201008483,0,104,NS,X,99,50,,
2024,228800565,201008496,0,104,NS,X,99,50,,
2024,228800583,201008513,0,104,NS,X,99,50,,
2024,228800422,201008386,0,104,NS,X,99,50,,
2024,228800448,201008405,0,104,NS,X,99,50,,
2024,228800464,201008421,0,104,NS,X,99,50,,
2024,228800488,201008437,1,30,27,M,10,50,27,
2024,228800570,201008501,1,33,30,M,10,50,30,
2024,228800571,201008501,2,38,35,F,10,50,35,
2024,237054401,208213241,1,38,35,M,10,50,35,
2024,237054402,208213241,2,41,38,F,10,50,38,
2024,228800610,201008539,0,104,NS,X,99,50,,
2024,228800630,201008558,0,104,NS,X,99,50,,
2024,228800644,201008567,0,104,NS,X,99,50,,
2024,228800667,201008591,1,36,33,F,10,50,33,
2024,228800519,201008463,0,104,NS,X,99,50,,
2024,228800552,201008485,0,104,NS,X,99,50,,
2024,237054407,208213246,1,43,40,M,10,50,40,
2024,228800539,201008478,0,104,NS,X,99,50,,
2024,214142853,188190461,1,46,43,F,10,50,43,
2024,228800562,201008494,0,104,NS,X,99,50,,
2024,228800578,201008510,1,20,17,M,10,50,17,
2024,228800599,201008529,1,39,36,M,10,50,36,
2024,214142741,188190360,1,35,32,F,10,50,32,
2024,228800618,201008545,0,104,NS,X,99,50,,
2024,228800639,201008566,0,104,NS,X,99,50,,
2024,228800670,201008595,0,104,NS,X,99,50,,
2024,228800692,201008615,1,42,39,F,10,50,39,
2024,228800536,201008475,1,70,67,M,10,50,67,
2024,228800762,201008681,1,35,32,M,10,50,32,
2024,228800532,201008471,0,104,NS,X,99,50,,
2024,228800556,201008487,1,48,45,F,10,50,45,
2024,228800572,201008502,1,44,41,M,10,50,41,
2024,228800587,201008518,0,104,NS,X,99,50,,
2024,237054414,208213251,1,34,31,M,20,50,31,
2024,237054420,208213257,0,104,NS,X,99,50,,
2024,228800659,201008583,1,20,17,M,20,50,17,
2024,228800685,201008609,1,60,57,M,10,50,57,
2024,237054426,208213261,1,60,57,M,10,50,57,
2024,237054396,208213237,0,104,NS,X,99,50,,
2024,214142863,188190470,0,104,NS,X,99,50,,
2024,228800746,201008665,0,104,NS,X,99,50,,
2024,228800561,201008492,0,104,NS,X,99,50,,
2024,228800575,201008506,1,44,41,M,10,50,41,
2024,228800595,201008525,0,104,NS,X,99,50,,
2024,228800609,201008538,0,104,NS,X,99,50,,
2024,228800627,201008554,1,34,31,M,20,50,31,
2024,228800640,201008568,1,36,33,M,20,50,33,
2024,228800635,201008562,1,29,26,F,10,50,26,
2024,228800657,201008581,1,29,26,M,10,50,26,
2024,228800672,201008596,0,104,NS,X,99,50,,
2024,228800691,201008616,1,32,29,M,10,50,29,
2024,237054404,208213243,1,29,26,M,10,50,26,
2024,237054411,208213249,0,104,NS,X,99,50,,
2024,228800763,201008683,0,104,NS,X,99,50,,
2024,228800602,201008531,0,104,NS,X,99,50,,
2024,228800619,201008546,1,21,18,F,10,50,18,
2024,228800633,201008560,0,104,NS,X,99,50,,
2024,228800658,201008582,0,104,NS,X,99,50,,
2024,228800680,201008604,1,19,16,M,10,50,16,
2024,214142875,188190483,1,39,36,M,10,50,36,
2024,228800700,201008623,1,58,55,M,10,50,55,
2024,228800718,201008639,0,104,NS,X,99,50,,
2024,228800741,201008661,0,104,NS,X,99,50,,
2024,228800755,201008675,0,104,NS,X,99,50,,
2024,237054417,208213254,1,33,30,F,20,50,30,
2024,228800773,201008692,0,104,NS,X,99,50,,
2024,218056600,191624635,1,39,36,M,10,50,36,
2024,228800604,201008533,0,104,NS,X,99,50,,
2024,228800612,201008541,1,35,32,M,10,50,32,
2024,228800625,201008552,0,104,NS,X,99,50,,
2024,228800643,201008571,1,38,35,F,10,50,35,
2024,228800671,201008594,1,37,34,M,10,50,34,
2024,228800689,201008613,0,104,NS,X,99,50,,
2024,218056606,191624641,1,41,38,M,10,50,38,
2024,218056607,191624641,2,45,42,F,10,50,42,
2024,214142790,188190404,0,104,NS,X,99,50,,
2024,228800713,201008634,1,48,45,M,10,50,45,
2024,237054499,208213326,0,104,NS,X,99,50,,
2024,228800747,201008666,1,21,18,M,10,50,18,
2024,228800761,201008680,0,104,NS,X,99,50,,
2024,228800749,201008669,0,104,NS,X,99,50,,
2024,228800767,201008686,1,28,25,F,10,50,25,
2024,228800781,201008698,1,49,46,M,10,50,46,
2024,228800621,201008549,1,43,40,F,10,50,40,
2024,228800637,201008564,0,104,NS,X,99,50,,
2024,237054502,208213329,1,19,16,M,10,50,16,
2024,230682707,202647525,0,104,NS,X,99,50,,
2024,228800682,201008606,0,104,NS,X,99,50,,
2024,214142827,188190437,1,21,18,M,20,50,18,
2024,214142828,188190437,2,37,34,M,20,50,34,
2024,230682724,202647540,1,45,42,F,98,50,42,
2024,228800725,201008646,1,31,28,M,98,50,28,
2024,228802050,201009879,1,41,38,M,20,50,38,
2024,228802075,201009904,0,104,NS,X,99,50,,
2024,228802136,201009961,0,104,NS,X,99,50,,
2024,228802182,201010004,1,35,32,M,10,50,32,
2024,218056525,191624568,1,46,43,M,10,50,43,
2024,228802224,201010047,1,34,31,F,10,50,31,
2024,228802285,201010103,0,104,NS,X,99,50,,
2024,230682744,202647557,0,104,NS,X,99,50,,
2024,228802381,201010199,1,18,15,M,10,50,15,
2024,228800641,201008569,0,104,NS,X,99,50,,
2024,228800876,201008785,0,104,NS,X,99,50,,
2024,218056536,191624577,1,50,47,M,10,50,47,
2024,228800897,201008804,1,42,39,M,10,50,39,
2024,228800916,201008821,0,104,NS,X,99,50,,
2024,228800933,201008838,0,104,NS,X,99,50,,
2024,228800705,201008626,0,104,NS,X,99,50,,
2024,228800727,201008648,1,38,35,F,10,50,35,
2024,228800758,201008677,1,30,27,M,10,50,27,
2024,228800780,201008697,1,37,34,M,10,50,34,
2024,230682766,202647579,0,104,NS,X,99,50,,
2024,228800743,201008662,1,34,31,F,10,50,31,
2024,228800744,201008662,2,47,44,F,20,50,44,
2024,228800756,201008676,1,40,37,M,10,50,37,
2024,230682822,202647634,0,104,NS,X,99,50,,
2024,228800786,201008704,1,29,26,M,10,50,26,
2024,228800800,201008716,1,43,40,F,10,50,40,
2024,228800812,201008726,1,40,37,M,10,50,37,
2024,214142843,188190452,0,104,NS,X,99,50,,
2024,228800828,201008741,1,38,35,F,10,50,35,
2024,237054505,208213332,0,104,NS,X,99,50,,
2024,228800737,201008657,0,104,NS,X,99,50,,
2024,228800717,201008638,0,104,NS,X,99,50,,
2024,228800736,201008656,1,44,41,M,10,50,41,
2024,237054509,208213336,0,104,NS,X,99,50,,
2024,237054437,208213270,1,32,29,M,10,50,29,
2024,218056544,191624586,1,38,35,M,10,50,35,
2024,214142852,188190459,1,29,26,M,10,50,26,
2024,214142975,188190575,1,26,23,F,10,50,23,
2024,214142817,188190427,1,22,19,M,10,50,19,
2024,228800782,201008699,0,104,NS,X,99,50,,
2024,228800794,201008710,1,38,35,F,10,50,35,
2024,237054513,208213340,1,41,38,M,10,50,38,
2024,237054514,208213340,2,36,33,M,10,50,33,
2024,228800815,201008728,1,39,36,M,10,50,36,
2024,228800825,201008738,0,104,NS,X,99,50,,
2024,228800998,201008899,0,104,NS,X,99,50,,
2024,228801016,201008918,1,44,41,M,10,50,41,
2024,228800753,201008672,1,29,26,F,10,50,26,
2024,228800770,201008689,0,104,NS,X,99,50,,
2024,230682765,202647578,0,104,NS,X,99,50,,
2024,228800801,201008717,0,104,NS,X,99,50,,
2024,228800810,201008724,0,104,NS,X,99,50,,
2024,228800830,201008743,0,104,NS,X,99,50,,
2024,228800845,201008755,0,104,NS,X,99,50,,
2024,218056561,191624596,1,50,47,M,10,50,47,
2024,228800842,201008752,0,104,NS,X,99,50,,
2024,228800858,201008768,0,104,NS,X,99,50,,
2024,228800878,201008787,0,104,NS,X,99,50,,
2024,228800893,201008800,1,72,69,M,10,50,69,
2024,228800914,201008820,1,30,27,F,20,50,27,
2024,228800937,201008842,0,104,NS,X,99,50,,
2024,228800778,201008695,1,59,56,M,10,50,56,
2024,228800792,201008709,1,37,34,M,10,50,34,
2024,228800793,201008709,2,31,28,F,10,50,28,
2024,214142879,188190486,1,45,42,F,10,50,42,
2024,230682785,202647598,1,33,30,F,10,50,30,
2024,228800807,201008721,1,25,22,M,98,50,22,
2024,237054522,208213346,1,27,24,M,10,50,24,
2024,237054523,208213346,2,50,47,M,10,50,47,
2024,237054528,208213349,1,55,52,M,10,50,52,
2024,230682713,202647531,1,25,22,M,10,50,22,
2024,228800909,201008815,0,104,NS,X,99,50,,
2024,237054533,208213354,0,104,NS,X,99,50,,
2024,237054596,208213412,1,30,27,F,10,50,27,
2024,228800790,201008707,0,104,NS,X,99,50,,
2024,230682733,202647547,1,48,45,M,10,50,45,
2024,230682734,202647547,2,58,55,F,10,50,55,
2024,228800811,201008725,0,104,NS,X,99,50,,
2024,228800832,201008745,0,104,NS,X,99,50,,
2024,228800820,201008734,0,104,NS,X,99,50,,
2024,237054600,208213416,0,104,NS,X,99,50,,
2024,230682767,202647580,1,29,26,M,10,50,26,
2024,228800857,201008767,1,38,35,M,10,50,35,
2024,237054610,208213425,1,43,40,F,10,50,40,
2024,214142897,188190502,0,104,NS,X,99,50,,
2024,214142869,188190476,0,104,NS,X,99,50,,
2024,228800894,201008801,1,48,45,M,10,50,45,
2024,228800915,201008822,0,104,NS,X,99,50,,
2024,237054485,208213313,0,104,NS,X,99,50,,
2024,230682781,202647595,1,27,24,M,10,50,24,
2024,230682793,202647606,0,104,NS,X,99,50,,
2024,228800948,201008853,0,104,NS,X,99,50,,
2024,237054488,208213316,1,35,32,M,20,50,32,
2024,237054518,208213342,0,104,NS,X,99,50,,
2024,237054503,208213330,0,104,NS,X,99,50,,
2024,230682831,202647644,0,104,NS,X,99,50,,
2024,214142908,188190512,1,36,33,M,10,50,33,
2024,230682735,202647548,0,104,NS,X,99,50,,
2024,237054504,208213331,1,36,33,M,10,50,33,
2024,230682747,202647560,1,32,29,F,10,50,29,
2024,230682754,202647567,0,104,NS,X,99,50,,
2024,230682768,202647581,1,56,53,F,10,50,53,
2024,218056568,191624603,1,58,55,M,10,50,55,
2024,230682779,202647592,0,104,NS,X,99,50,,
2024,230682794,202647607,1,35,32,M,20,50,32,
2024,230682808,202647622,0,104,NS,X,99,50,,
2024,237054508,208213335,1,37,34,M,10,50,34,
2024,237054529,208213350,1,48,45,M,20,50,45,
2024,230682854,202647665,0,104,NS,X,99,50,,
2024,214142893,188190499,1,46,43,M,10,50,43,
2024,230682752,202647565,1,18,15,F,10,50,15,
2024,237054532,208213353,1,40,37,M,20,50,37,
2024,237054538,208213358,1,29,26,F,20,50,26,
2024,237054543,208213363,1,43,40,M,10,50,40,
2024,237054548,208213368,1,48,45,M,10,50,45,
2024,237054547,208213367,0,104,NS,X,99,50,,
2024,237054551,208213371,1,55,52,M,10,50,52,
2024,218056576,191624611,1,65,62,F,10,50,62,
2024,237054557,208213376,1,15,12,F,10,50,12,
2024,237054558,208213376,2,15,12,M,10,50,12,
2024,237054561,208213379,1,15,12,F,10,50,12,
2024,237054562,208213379,2,14,11,F,10,50,11,
2024,237054755,208213560,1,24,21,M,10,50,21,
2024,230682843,202647654,0,104,NS,X,99,50,,
2024,230682852,202647663,1,61,58,F,10,50,58,
2024,230682870,202647679,1,31,28,M,10,50,28,
2024,230682871,202647679,2,47,44,M,20,50,44,
2024,218056580,191624615,1,49,46,F,10,50,46,
2024,230682905,202647713,0,104,NS,X,99,50,,
2024,237054570,208213387,1,28,25,M,10,50,25,
2024,230682763,202647576,0,104,NS,X,99,50,,
2024,230682780,202647593,0,104,NS,X,99,50,,
2024,230682795,202647608,1,66,63,M,10,50,63,
2024,230682811,202647624,1,55,52,F,10,50,52,
2024,230682832,202647642,0,104,NS,X,99,50,,
2024,230682846,202647656,0,104,NS,X,99,50,,
2024,230682859,202647670,1,65,62,M,10,50,62,
2024,237054575,208213392,1,34,31,M,10,50,31,
2024,237054578,208213395,1,33,30,M,10,50,30,
2024,230682896,202647705,0,104,NS,X,99,50,,
2024,218056590,191624625,1,43,40,F,20,50,40,
2024,230682921,202647729,0,104,NS,X,99,50,,
2024,230682776,202647589,0,104,NS,X,99,50,,
2024,237054581,208213398,1,33,30,M,20,50,30,
2024,237054601,208213417,1,34,31,M,10,50,31,
2024,237054605,208213421,1,30,27,M,10,50,27,
2024,237054606,208213421,2,42,39,M,10,50,39,
2024,230682841,202647652,1,30,27,M,20,50,27,
2024,214142902,188190507,1,25,22,M,10,50,22,
2024,230682835,202647646,1,38,35,F,10,50,35,
2024,237054609,208213424,1,38,35,M,20,50,35,
2024,230682872,202647680,1,11,08,M,10,50,08,
2024,230682887,202647696,1,40,37,M,10,50,37,
2024,237054611,208213426,0,104,NS,X,99,50,,
2024,230682917,202647726,1,38,35,M,20,50,35,
2024,230682797,202647610,1,32,29,F,10,50,29,
2024,230682813,202647626,0,104,NS,X,99,50,,
2024,230682840,202647651,0,104,NS,X,99,50,,
2024,230682826,202647638,0,104,NS,X,99,50,,
2024,237054659,208213471,0,104,NS,X,99,50,,
2024,237054668,208213478,1,42,39,M,10,50,39,
2024,237054673,208213481,1,38,35,F,10,50,35,
2024,230682968,202647774,1,48,45,M,10,50,45,
2024,230682788,202647602,0,104,NS,X,99,50,,
2024,230682801,202647613,1,41,38,F,10,50,38,
