data_year,victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,age_range_low_num,age_code_range_high
2024,220789954,198246017,1,4,,,,37,34,F,10,50,,34,
2024,223967174,201008075,1,8,,,,104,NS,X,99,50,,,
2024,223967196,201008090,1,4,,,,68,65,F,10,50,,65,
2024,223967205,201008100,1,1,,,,104,NS,X,99,50,,,
2024,223967215,201008108,1,4,,,,32,29,F,10,50,,29,
2024,225838441,202647265,1,4,,,,20,17,F,10,50,,17,
2024,223967224,201008118,1,1,,,,104,NS,X,99,50,,,
2024,232207927,208212472,1,8,,,,104,NS,X,99,50,,,
2024,232207910,208212457,1,4,,,,29,26,F,10,20,,26,
2024,232207911,208212457,2,4,,,,37,34,F,10,20,,34,
2024,223967250,201008141,1,4,,,,88,85,F,10,50,,85,
2024,225838293,202647129,1,1,,,,104,NS,X,99,50,,,
2024,223967268,201008158,1,4,,,,65,62,M,10,50,,62,
2024,223967245,201008136,1,4,,,,26,23,F,10,20,,23,
2024,225838315,202647148,1,8,,,,104,NS,X,99,50,,,
2024,225838352,202647184,1,1,,,,104,NS,X,99,50,,,
2024,223967272,201008162,1,1,,,,104,NS,X,99,50,,,
2024,223967178,201008079,1,4,,,,40,37,F,10,50,,37,
2024,225838376,202647206,1,4,,,,53,50,F,10,50,,50,
2024,232207933,208212477,1,8,,,,104,NS,X,99,50,,,
2024,225838396,202647225,1,4,,,,40,37,F,10,20,R,37,
2024,225838413,202647242,1,4,,,,78,75,M,10,50,,75,
2024,225838434,202647259,1,4,,,,46,43,F,10,50,,43,
2024,232207965,208212506,1,8,,,,104,NS,X,99,50,,,
2024,225838404,202647233,1,4,,,,36,33,F,10,50,,33,
2024,225838423,202647249,1,4,,,,23,20,F,10,20,,20,
2024,232207814,208212367,1,4,,,,73,70,M,10,50,,70,
2024,232207832,208212382,1,4,,,,9,06,M,10,20,R,06,
2024,232207948,208212490,1,8,,,,104,NS,X,99,50,,,
2024,232207949,208212490,2,4,,,,40,37,F,10,20,R,37,
2024,225838469,202647290,1,4,,,,33,30,F,10,50,,30,
2024,225838486,202647304,1,1,,,,104,NS,X,99,50,,,
2024,225838500,202647318,1,1,,,,104,NS,X,99,50,,,
2024,225838346,202647178,1,4,,,,56,53,M,10,50,,53,
