data_year,victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,age_range_low_num,age_code_range_high
2022,168104857,152271063,1,4,,,,27,24,F,10,50,R,24,
2022,182819225,165127986,1,4,,,,26,23,F,10,50,R,23,
2022,168104878,152271084,1,4,,,,58,55,F,10,50,R,55,
2022,168104879,152271084,2,4,,,,69,66,F,10,50,R,66,
2022,168104890,152271095,1,1,,,,104,NS,X,99,50,,,
2022,168104905,152271109,1,4,,,,57,54,F,10,20,R,54,
2022,167105030,151398352,1,1,,,,104,NS,X,99,50,,,
2022,168104915,152271118,1,4,,,,46,43,F,10,50,R,43,
2022,168104838,152271044,1,4,,,,25,22,M,10,20,N,22,
2022,168104851,152271057,1,4,,,,25,22,M,10,20,N,22,
2022,168104870,152271076,1,4,,,,25,22,M,10,20,N,22,
2022,167105045,151398367,1,4,,,,34,31,F,10,20,R,31,
2022,168104883,152271088,1,1,,,,104,NS,X,99,50,,,
2022,170953091,154760206,1,1,,,,104,NS,X,99,50,,,
2022,168104900,152271105,1,4,,,,79,76,F,10,20,R,76,
2022,168104914,152271117,1,4,,,,33,30,M,10,50,R,30,
2022,169634414,153609976,1,1,,,,104,NS,X,99,50,,,
2022,169634415,153609976,2,4,,,,43,40,M,98,50,R,40,
2022,169634426,153609986,1,4,,,,66,63,F,98,50,R,63,
2022,182819242,165128004,1,4,,,,25,22,F,98,10,R,22,
2022,182819054,165127831,1,4,,,,34,31,M,10,50,R,31,
2022,182819055,165127831,2,4,,,,56,53,F,10,50,R,53,
2022,182819056,165127831,3,4,,,,41,38,M,10,50,R,38,
2022,170953123,154760231,1,1,,,,104,NS,X,99,50,,,
2022,168104960,152271159,1,1,,,,104,NS,X,99,50,,,
2022,168104965,152271164,1,4,,,,40,37,M,10,20,R,37,
2022,169634388,153609950,1,1,,,,104,NS,X,99,50,,,
2022,170953161,154760264,1,1,,,,104,NS,X,99,50,,,
2022,169634406,153609967,1,4,,,,60,57,M,10,50,R,57,
2022,169634413,153609974,1,4,,,,25,22,M,98,50,R,22,
2022,169634454,153610013,1,4,,,,29,26,F,10,50,R,26,
2022,169634487,153610045,1,1,,,,104,NS,X,99,50,,,
2022,174465027,157826294,1,1,,,,104,NS,X,99,50,,,
2022,174464921,157826193,1,4,,,,29,26,M,10,50,R,26,
2022,169634557,153610109,1,3,,,,104,NS,X,99,50,,,
2022,168104875,152271081,1,4,,,,49,46,F,10,50,R,46,
2022,169634594,153610143,1,4,,,,58,55,M,10,50,R,55,
2022,169634667,153610210,1,4,,,,37,34,F,10,40,R,34,
2022,182819253,165128015,1,4,,,,27,24,F,10,50,R,24,
2022,182819254,165128015,2,4,,,,27,24,M,10,50,R,24,
2022,169634686,153610229,1,1,,,,104,NS,X,99,50,,,
2022,169634456,153610015,1,4,,,,79,76,M,10,50,R,76,
2022,174464943,157826215,1,1,,,,104,NS,X,99,50,,,
2022,169634475,153610033,1,4,,,,27,24,F,10,50,R,24,
2022,169634449,153610008,1,4,,,,27,24,F,10,50,R,24,
2022,169634472,153610030,1,4,,,,55,52,M,10,50,R,52,
2022,174464956,157826227,1,1,,,,104,NS,X,99,50,,,
2022,168104927,152271129,1,4,,,,57,54,M,10,50,R,54,
2022,169634489,153610047,1,1,,,,104,NS,X,99,50,,,
2022,169634483,153610041,1,4,,,,25,22,M,10,50,R,22,
2022,169634496,153610054,1,4,,,,64,61,M,10,50,R,61,
2022,169634506,153610063,1,1,,,,104,NS,X,99,50,,,
2022,168104910,152271114,1,1,,,,104,NS,X,99,50,,,
2022,174464926,157826198,1,4,,,,70,67,M,10,50,R,67,
2022,168104916,152271119,1,4,,,,67,64,F,10,50,R,64,
2022,168104917,152271119,2,4,,,,81,78,F,10,50,R,78,
2022,168104933,152271134,1,4,,,,45,42,M,10,50,R,42,
2022,174464957,157826228,1,1,,,,104,NS,X,99,50,,,
2022,169634550,153610103,1,4,,,,74,71,F,10,50,R,71,
2022,169634437,153609996,1,4,,,,61,58,M,20,20,R,58,
2022,169634442,153610001,1,1,,,,104,NS,X,99,50,,,
2022,169634503,153610060,1,4,,,,69,66,F,10,50,R,66,
2022,182819067,165127843,1,4,,,,37,34,F,10,50,R,34,
2022,169634515,153610071,1,4,,,,70,67,M,10,50,R,67,
2022,174464987,157826257,1,4,,,,40,37,M,10,50,R,37,
2022,168104882,152271087,1,4,,,,73,70,M,10,50,R,70,
2022,169634460,153610019,1,4,,,,29,26,F,10,50,R,26,
2022,172874663,156441162,1,4,,,,44,41,F,10,50,R,41,
2022,172874664,156441162,2,1,,,,104,NS,X,99,50,,,
2022,168104920,152271122,1,4,,,,40,37,F,10,20,R,37,
2022,168104935,152271136,1,4,,,,45,42,F,10,50,R,42,
2022,169634471,153610029,1,1,,,,104,NS,X,99,50,,,
2022,169634478,153610036,1,4,,,,49,46,M,10,50,R,46,
2022,169634486,153610044,1,4,,,,35,32,F,10,50,R,32,
2022,168104957,152271157,1,4,,,,64,61,F,10,20,R,61,
2022,169634498,153610056,1,4,,,,52,49,F,10,50,R,49,
2022,169634481,153610039,1,4,,,,31,28,F,10,20,R,28,
2022,168104911,152271115,1,4,,,,69,66,F,10,50,R,66,
2022,169634494,153610052,1,4,,,,67,64,F,10,50,R,64,
2022,169634504,153610061,1,1,,,,104,NS,X,99,50,,,
2022,169634514,153610070,1,4,,,,44,41,M,10,50,R,41,
2022,168104929,152271131,1,4,,,,69,66,F,10,40,R,66,
2022,168104948,152271149,1,4,,,,33,30,M,10,50,R,30,
2022,168104949,152271149,2,4,,,,34,31,F,10,50,R,31,
2022,168104971,152271170,1,1,,,,104,NS,X,99,50,,,
2022,168104972,152271170,2,4,,,,57,54,M,10,20,R,54,
2022,169634526,153610082,1,4,,,,59,56,M,10,20,R,56,
2022,169634527,153610082,2,1,,,,104,NS,X,99,50,,,
